background	FASN_negative	FASN_positive
UBE2E3	NA	NA
LIPJ	NA	NA
GOLGA2	NA	NA
PRSS22	NA	NA
ABHD12B	NA	NA
DYNC1I1	NA	NA
VPS36	NA	NA
SULT1C3	NA	NA
CLEC7A	NA	NA
CCDC124	NA	NA
METTL3	NA	NA
CHRM3	NA	NA
GJB7	NA	NA
TESC	NA	NA
TMEM14A	NA	NA
TNFSF4	NA	NA
CA1	NA	NA
PPP1R37	NA	NA
OR4C13	NA	NA
KLHL25	NA	NA
GRM5	NA	NA
PHOSPHO1	NA	NA
LAMA2	NA	NA
C16orf80	NA	NA
ITGB2	NA	NA
GGA1	NA	NA
ACOT6	NA	NA
TVP23A	NA	NA
SNRPD1	NA	NA
RGS4	NA	NA
C2ORF15	NA	NA
LMAN2	NA	NA
WIBG	NA	NA
MGAT4B	NA	NA
IRAK1	NA	NA
TAL1	NA	NA
SMCR8	NA	NA
CLDN5	NA	NA
KLHL42	NA	NA
HMGCLL1	NA	NA
KLHDC9	NA	NA
RELL1	NA	NA
MICU2	NA	NA
ZNF23	NA	NA
TRIP11	NA	NA
RCBTB2	NA	NA
DCAF15	NA	NA
CDKN3	NA	NA
RTCA	NA	NA
KIF27	NA	NA
RRAGB	NA	NA
CNOT6L	NA	NA
TBRG1	NA	NA
N4BP1	NA	NA
FAM71E1	NA	NA
CRYAB	NA	NA
FAM64A	NA	NA
COL9A1	NA	NA
ZNF441	NA	NA
SEPT14	NA	NA
IGDCC3	NA	NA
ANAPC2	NA	NA
GDPD1	NA	NA
COL11A1	NA	NA
FXN	NA	NA
ZBTB8B	NA	NA
ZNF556	NA	NA
OR6N1	NA	NA
PEX5	NA	NA
VRTN	NA	NA
CNKSR3	NA	NA
WHAMM	NA	NA
ATG12	NA	NA
MED10	NA	NA
OR7E24	NA	NA
DPPA3	NA	NA
PNPT1	NA	NA
PCDHAC1	NA	NA
MSMO1	NA	NA
SEMA3D	NA	NA
RNASE8	NA	NA
CHMP4A	NA	NA
KIAA1324	NA	NA
FOSL1	NA	NA
GPRIN3	NA	NA
FAM83D	NA	NA
GDI1	NA	NA
OR5D16	NA	NA
DNAJB7	NA	NA
ALKBH3	NA	NA
BCAP29	NA	NA
NCEH1	NA	NA
PCDH15	NA	NA
VMAC	NA	NA
CYP2B6	NA	NA
PRR23B	NA	NA
SLC5A11	NA	NA
HACL1	NA	NA
ZNF785	NA	NA
RSBN1	NA	NA
ICK	NA	NA
NSRP1	NA	NA
TWF1	NA	NA
TOX3	NA	NA
GRK4	NA	NA
TUBA4A	NA	NA
SPRY2	NA	NA
EPN3	NA	NA
ADAL	NA	NA
SLC26A9	NA	NA
UBE2O	NA	NA
CCDC93	NA	NA
GADD45B	NA	NA
ERMN	NA	NA
NEUROD6	NA	NA
ZBBX	NA	NA
ASF1B	NA	NA
AOAH	NA	NA
CCDC159	NA	NA
SPIB	NA	NA
C20orf166	NA	NA
CCNYL1	NA	NA
HAAO	NA	NA
HLA-DOB	NA	NA
MOB3C	NA	NA
HLF	NA	NA
RNF166	NA	NA
RCN3	NA	NA
LRRC45	NA	NA
LRP12	NA	NA
KRTAP23-1	NA	NA
RIMS1	NA	NA
SLC27A1	NA	NA
DISP1	NA	NA
BCL7B	NA	NA
PPL	NA	NA
MAG	NA	NA
TXNDC9	NA	NA
CYP2W1	NA	NA
PIGH	NA	NA
RAVER1	NA	NA
UNG	NA	NA
PHB2	NA	NA
CADM3	NA	NA
FYN	NA	NA
CBX6	NA	NA
OGFOD2	NA	NA
MRPL48	NA	NA
TOR2A	NA	NA
C8orf33	NA	NA
SAMSN1	NA	NA
MAST4	NA	NA
EGFL8	NA	NA
ELAC2	NA	NA
PHACTR3	NA	NA
C17orf112	NA	NA
DENND1B	NA	NA
APCDD1L	NA	NA
USH1C	NA	NA
TOP1MT	NA	NA
ZNF182	NA	NA
HS3ST5	NA	NA
WDSUB1	NA	NA
TMEM230	NA	NA
PDE1C	NA	NA
ZADH2	NA	NA
EPX	NA	NA
COL2A1	NA	NA
ZFR	NA	NA
C19orf57	NA	NA
INO80C	NA	NA
PROC	NA	NA
WDR61	NA	NA
KCNK6	NA	NA
LRRC71	NA	NA
DRAM1	NA	NA
FBXO16	NA	NA
SLC4A3	NA	NA
KLK12	NA	NA
GCM2	NA	NA
KLHL28	NA	NA
HAMP	NA	NA
CLCF1	NA	NA
TMEM105	NA	NA
MALL	NA	NA
SCN3A	NA	NA
COMMD1	NA	NA
C18orf21	NA	NA
HDGFRP3	NA	NA
KIAA1211	NA	NA
UCHL1	NA	NA
OR13G1	NA	NA
LRIG1	NA	NA
LRRC55	NA	NA
ASCL3	NA	NA
TAS1R1	NA	NA
FERMT1	NA	NA
METTL16	NA	NA
MCMDC2	NA	NA
CKLF	NA	NA
EPHB4	NA	NA
INADL	NA	NA
SPANXN3	NA	NA
AGBL4	NA	NA
LRFN4	NA	NA
AKR1B1	NA	NA
HEXIM2	NA	NA
CACNA1S	NA	NA
PLEKHA5	NA	NA
SCMH1	NA	NA
CCDC25	NA	NA
MAT2A	NA	NA
TAS2R40	NA	NA
CHRNB2	NA	NA
CHIT1	NA	NA
PGBD4	NA	NA
COMMD10	NA	NA
ASB11	NA	NA
AC016722.1	NA	NA
SIRT6	NA	NA
SCAMP4	NA	NA
PLAGL2	NA	NA
SLC17A6	NA	NA
MRPS18B	NA	NA
NRD1	NA	NA
ZNF284	NA	NA
ABTB2	NA	NA
RBX1	NA	NA
ARHGAP24	NA	NA
TMEM243	NA	NA
OAT	NA	NA
ADH5	NA	NA
AP001816.1	NA	NA
BRAF	NA	NA
YIPF3	NA	NA
FSTL3	NA	NA
TMEM229B	NA	NA
SLITRK5	NA	NA
GLCCI1	NA	NA
WDR86	NA	NA
HSD11B1	NA	NA
TEX35	NA	NA
VCPKMT	NA	NA
PSMD1	NA	NA
TNFRSF6B	NA	NA
RALYL	NA	NA
ETV3L	NA	NA
CD248	NA	NA
TXNRD3	NA	NA
FAM210B	NA	NA
DOCK5	NA	NA
COX15	NA	NA
NMBR	NA	NA
ADAT3	NA	NA
NUBP2	NA	NA
C11orf82	NA	NA
GIPC3	NA	NA
PRX	NA	NA
FAM208B	NA	NA
RBP2	NA	NA
STATH	NA	NA
CRTC2	NA	NA
KIAA1024	NA	NA
ZFPM1	NA	NA
NTN5	NA	NA
ZFYVE16	NA	NA
KRT26	NA	NA
GPANK1	NA	NA
CBFA2T3	NA	NA
SIGLEC12	NA	NA
RASL10A	NA	NA
PTPRN	NA	NA
BCAR3	NA	NA
SYT2	NA	NA
CYB561A3	NA	NA
ASNSD1	NA	NA
DNAJC11	NA	NA
GPR156	NA	NA
USH1G	NA	NA
WISP3	NA	NA
COQ3	NA	NA
HIST3H2BB	NA	NA
SEPT6	NA	NA
WRN	NA	NA
SNN	NA	NA
IGLL1	NA	NA
RASL12	NA	NA
SSTR4	NA	NA
WDR90	NA	NA
ACADL	NA	NA
MSRA	NA	NA
NEXN	NA	NA
SGMS2	NA	NA
HBZ	NA	NA
RBPJL	NA	NA
DCDC2	NA	NA
ORMDL1	NA	NA
GPR153	NA	NA
SCGB2A1	NA	NA
TRAF7	NA	NA
HSPG2	NA	NA
THRSP	NA	NA
CLECL1	NA	NA
UQCRQ	NA	NA
KCNB1	NA	NA
UBXN2B	NA	NA
RFC1	NA	NA
RFPL4B	NA	NA
DNAJC18	NA	NA
KIFC1	NA	NA
SCCPDH	NA	NA
CD163	NA	NA
LYPD5	NA	NA
CLDN15	NA	NA
OR10H2	NA	NA
RAB11FIP1	NA	NA
IRS1	NA	NA
IQCK	NA	NA
PPP2R3A	NA	NA
VSTM2A	NA	NA
LZTS2	NA	NA
NCR1	NA	NA
ADIRF	NA	NA
PLEKHG5	NA	NA
CSF3R	NA	NA
TAS2R10	NA	NA
EGFLAM	NA	NA
OGG1	NA	NA
TBL2	NA	NA
PPP1R3G	NA	NA
MT3	NA	NA
ITGB7	NA	NA
ADAM22	NA	NA
CTPS2	NA	NA
LAPTM4B	NA	NA
CCDC85B	NA	NA
MARCH1	NA	NA
MED11	NA	NA
ZMYM1	NA	NA
OR8D1	NA	NA
YJEFN3	NA	NA
ITGAL	NA	NA
CDCA8	NA	NA
SPDYE3	NA	NA
ETV2	NA	NA
KHDRBS2	NA	NA
DDX4	NA	NA
FOXD3	NA	NA
CHI3L1	NA	NA
TLDC1	NA	NA
APBB2	NA	NA
OVOL2	NA	NA
STPG2	NA	NA
C1orf61	NA	NA
ZNF473	NA	NA
LARP4	NA	NA
LMOD2	NA	NA
NDNL2	NA	NA
AVPR1B	NA	NA
DOCK3	NA	NA
FAHD1	NA	NA
FAM222A	NA	NA
GCKR	NA	NA
ANKRD13A	NA	NA
PRTG	NA	NA
DBX1	NA	NA
KNTC1	NA	NA
SYNPR	NA	NA
CORO2A	NA	NA
OR5B17	NA	NA
RXFP1	NA	NA
NKX1-2	NA	NA
C10orf40	NA	NA
HILPDA	NA	NA
STX10	NA	NA
SRCAP	NA	NA
OR4D2	NA	NA
DNTT	NA	NA
NUDCD3	NA	NA
GPR133	NA	NA
GABRG2	NA	NA
MFSD11	NA	NA
FAM214B	NA	NA
DNM1	NA	NA
C1QTNF6	NA	NA
PRSS53	NA	NA
CD79A	NA	NA
PDLIM4	NA	NA
ZG16B	NA	NA
AGO1	NA	NA
CELSR2	NA	NA
CAMKK2	NA	NA
GPR17	NA	NA
PLA2G7	NA	NA
LPPR4	NA	NA
NPY5R	NA	NA
PBDC1	NA	NA
TUBE1	NA	NA
SMR3B	NA	NA
DENND4C	NA	NA
SUSD4	NA	NA
MTMR1	NA	NA
C1orf21	NA	NA
CRLF3	NA	NA
TMUB1	NA	NA
PASD1	NA	NA
PANK3	NA	NA
COMTD1	NA	NA
OR52E4	NA	NA
UGT3A2	NA	NA
C3AR1	NA	NA
CSDC2	NA	NA
IVNS1ABP	NA	NA
PISD	NA	NA
CDC37L1	NA	NA
GPR112	NA	NA
CAPZA2	NA	NA
SLC22A15	NA	NA
SYCE1	NA	NA
FSCN3	NA	NA
AGBL5	NA	NA
OR11A1	NA	NA
GRIPAP1	NA	NA
SETD6	NA	NA
MKL1	NA	NA
WDR62	NA	NA
HMMR	NA	NA
UNC13A	NA	NA
DCAF12	NA	NA
JPH2	NA	NA
KRT75	NA	NA
C12orf54	NA	NA
OR2H1	NA	NA
STMN2	NA	NA
SLC25A5	NA	NA
DMRTA2	NA	NA
YWHAE	NA	NA
ICAM3	NA	NA
CCNJL	NA	NA
GAPDHS	NA	NA
ITIH1	NA	NA
TMEM180	NA	NA
ELOVL6	NA	NA
ADAM28	NA	NA
ASB13	NA	NA
MED7	NA	NA
SF1	NA	NA
VPS28	NA	NA
FAM178A	NA	NA
TTC27	NA	NA
GREB1L	NA	NA
TMEM106A	NA	NA
ZZEF1	NA	NA
CCDC83	NA	NA
NDST3	NA	NA
AP4B1	NA	NA
HCLS1	NA	NA
DHRS9	NA	NA
TLN2	NA	NA
CDCP2	NA	NA
NDUFA3	NA	NA
SLC50A1	NA	NA
VIPR1	NA	NA
MCM5	NA	NA
ZNF333	NA	NA
CDK15	NA	NA
MYO1A	NA	NA
CSF2	NA	NA
CTF1	NA	NA
PPP2R3C	NA	NA
EVC	NA	NA
SLC25A19	NA	NA
SEMG1	NA	NA
SRI	NA	NA
VDR	NA	NA
KIAA0513	NA	NA
DNMT1	NA	NA
TRAF3	NA	NA
BSCL2	NA	NA
RREB1	NA	NA
UBE2C	NA	NA
FLRT3	NA	NA
CYP4F11	NA	NA
C11orf80	NA	NA
DMPK	NA	NA
C11orf89	NA	NA
PTPRZ1	NA	NA
SLC44A1	NA	NA
C12orf40	NA	NA
PPP1R11	NA	NA
MYL5	NA	NA
XKRX	NA	NA
ST6GALNAC1	NA	NA
WDR31	NA	NA
CDK1	NA	NA
ACP2	NA	NA
PLEKHA1	NA	NA
TMEM184A	NA	NA
ERCC4	NA	NA
SLAMF1	NA	NA
RDM1	NA	NA
PHC2	NA	NA
ROGDI	NA	NA
ARFIP1	NA	NA
DAB2IP	NA	NA
SGTB	NA	NA
ELF5	NA	NA
SGSH	NA	NA
EFEMP2	NA	NA
AMTN	NA	NA
ADO	NA	NA
C5AR2	NA	NA
FAM115A	NA	NA
KRT20	NA	NA
RHOH	NA	NA
GTF2IRD1	NA	NA
CYP1A2	NA	NA
ZNF75D	NA	NA
LRRN2	NA	NA
C7orf71	NA	NA
SNAP25	NA	NA
EMILIN2	NA	NA
TOPBP1	NA	NA
CT62	NA	NA
ALDH7A1	NA	NA
HSCB	NA	NA
GLO1	NA	NA
SLC22A23	NA	NA
PARVA	NA	NA
DHRS4	NA	NA
NAP1L2	NA	NA
MAPK10	NA	NA
SLC16A14	NA	NA
IGSF23	NA	NA
GPRC6A	NA	NA
NPM2	NA	NA
DALRD3	NA	NA
TRADD	NA	NA
TG	NA	NA
CNP	NA	NA
ARHGEF11	NA	NA
XRRA1	NA	NA
DCAF6	NA	NA
LRRC10	NA	NA
ATP6V0A4	NA	NA
SLC12A5	NA	NA
ODF2L	NA	NA
VEZT	NA	NA
C16orf54	NA	NA
IMPA2	NA	NA
ARL6IP4	NA	NA
NR1D2	NA	NA
PWP1	NA	NA
URGCP	NA	NA
SLC25A31	NA	NA
PNMA2	NA	NA
PET100	NA	NA
TAAR2	NA	NA
KRTAP25-1	NA	NA
KLK13	NA	NA
MND1	NA	NA
NPL	NA	NA
ALDH2	NA	NA
MTPN	NA	NA
ALDH8A1	NA	NA
SNAP91	NA	NA
KHDC1	NA	NA
TPH1	NA	NA
FAM120C	NA	NA
CDX1	NA	NA
C2orf54	NA	NA
FBXL7	NA	NA
MAP1A	NA	NA
SERPINB8	NA	NA
ZNF850	NA	NA
MYRIP	NA	NA
FAM43A	NA	NA
PPM1E	NA	NA
EME2	NA	NA
TMEM185A	NA	NA
SWAP70	NA	NA
ARHGAP30	NA	NA
PPP1R32	NA	NA
ATP13A5	NA	NA
HOPX	NA	NA
LZTS3	NA	NA
SLC25A15	NA	NA
AHNAK	NA	NA
CENPH	NA	NA
GSDMD	NA	NA
HS6ST1	NA	NA
NOL8	NA	NA
TPCN2	NA	NA
LYRM7	NA	NA
AGO4	NA	NA
CGREF1	NA	NA
C17orf80	NA	NA
FOXC2	NA	NA
DNMT3L	NA	NA
KRT28	NA	NA
PPAPDC1B	NA	NA
UFD1L	NA	NA
DNAJB12	NA	NA
CYYR1	NA	NA
COPE	NA	NA
FAM103A1	NA	NA
MGRN1	NA	NA
RHCG	NA	NA
SLAMF7	NA	NA
TPST2	NA	NA
TTLL5	NA	NA
C15orf62	NA	NA
PRSS58	NA	NA
CD47	NA	NA
SLC26A10	NA	NA
FOXP3	NA	NA
PSME1	NA	NA
FOXRED2	NA	NA
BCL3	NA	NA
ZNF177	NA	NA
NDUFB7	NA	NA
NUAK2	NA	NA
ARHGEF15	NA	NA
ST3GAL3	NA	NA
C1orf112	NA	NA
SDCBP2	NA	NA
CTBS	NA	NA
TRIM29	NA	NA
CLDN17	NA	NA
ANKRD39	NA	NA
DNAI1	NA	NA
IMMP2L	NA	NA
DEFB123	NA	NA
MAP2K7	NA	NA
SERPINE3	NA	NA
DPRX	NA	NA
SMAGP	NA	NA
MAT1A	NA	NA
EIF4E3	NA	NA
ZNF2	NA	NA
CDC26	NA	NA
ZC3H12C	NA	NA
TNFRSF10D	NA	NA
MBD6	NA	NA
EXTL2	NA	NA
CLLU1	NA	NA
KRT85	NA	NA
AMIGO1	NA	NA
TBC1D10B	NA	NA
C9orf96	NA	NA
MTA3	NA	NA
SUSD2	NA	NA
MACROD2	NA	NA
PANX3	NA	NA
PCGF3	NA	NA
SLC39A14	NA	NA
NIPSNAP3A	NA	NA
TP53TG5	NA	NA
ADIG	NA	NA
ZBED5	NA	NA
S100Z	NA	NA
PTGDR	NA	NA
PCDHB6	NA	NA
CDH8	NA	NA
PAAF1	NA	NA
LTA	NA	NA
SCLY	NA	NA
ITGAV	NA	NA
IL17F	NA	NA
MMAB	NA	NA
GAS2L2	NA	NA
TSGA10	NA	NA
PRKCD	NA	NA
LBX1	NA	NA
ATP8B3	NA	NA
C5	NA	NA
PYURF	NA	NA
SRRM5	NA	NA
ZNF576	NA	NA
CNIH4	NA	NA
FSD1	NA	NA
GNGT1	NA	NA
STK39	NA	NA
SLC9A7	NA	NA
PRR14	NA	NA
LCP2	NA	NA
GLP1R	NA	NA
GPR56	NA	NA
HIRIP3	NA	NA
KCNT1	NA	NA
KCNJ11	NA	NA
FBXO4	NA	NA
TMEM39B	NA	NA
DGKD	NA	NA
FAM167B	NA	NA
GREB1	NA	NA
FGL2	NA	NA
INHBE	NA	NA
FOXD1	NA	NA
TRIM63	NA	NA
MRPS11	NA	NA
CTSE	NA	NA
FST	NA	NA
ALDH1A2	NA	NA
IFT80	NA	NA
CLCN5	NA	NA
SHCBP1L	NA	NA
C5orf48	NA	NA
HOXD3	NA	NA
OR2L13	NA	NA
XKR9	NA	NA
MPP7	NA	NA
CYHR1	NA	NA
SH3BP5L	NA	NA
SNRNP48	NA	NA
C8orf82	NA	NA
SERTAD1	NA	NA
ANKIB1	NA	NA
DIP2A	NA	NA
POLR2L	NA	NA
CCL7	NA	NA
ATP6V0A2	NA	NA
CPNE5	NA	NA
FBXL19	NA	NA
C2CD4A	NA	NA
GRAMD3	NA	NA
IRF8	NA	NA
KERA	NA	NA
WNT7A	NA	NA
VGF	NA	NA
LAMC2	NA	NA
ZNF438	NA	NA
EHD4	NA	NA
CDC42EP2	NA	NA
RRP1B	NA	NA
RIIAD1	NA	NA
SPATS2L	NA	NA
FUT2	NA	NA
GPR98	NA	NA
CCRL2	NA	NA
NUCB1	NA	NA
ASB10	NA	NA
CLEC4E	NA	NA
CTSH	NA	NA
FGF2	NA	NA
FAM134B	NA	NA
NRTN	NA	NA
SELP	NA	NA
SNX9	NA	NA
DNAI2	NA	NA
PP2D1	NA	NA
WNT10B	NA	NA
SEMA6D	NA	NA
ZNF804B	NA	NA
MRPS16	NA	NA
ECSIT	NA	NA
LAMC1	NA	NA
ZNF488	NA	NA
C15orf48	NA	NA
CLDND1	NA	NA
PDK1	NA	NA
FGFBP3	NA	NA
TPCN1	NA	NA
REP15	NA	NA
ZNF285	NA	NA
TMEM2	NA	NA
STAB1	NA	NA
CALCR	NA	NA
MAD2L1	NA	NA
DMXL1	NA	NA
FHDC1	NA	NA
GMCL1	NA	NA
CAV3	NA	NA
KCNJ14	NA	NA
UBQLN3	NA	NA
IL32	NA	NA
PSMA7	NA	NA
LRRC3	NA	NA
WSCD1	NA	NA
SNRPN	NA	NA
ZIC4	NA	NA
CYTH3	NA	NA
C7orf73	NA	NA
TMEM223	NA	NA
EFCAB5	NA	NA
FICD	NA	NA
AIPL1	NA	NA
NDUFA5	NA	NA
C19orf60	NA	NA
C1orf192	NA	NA
VPS35	NA	NA
TM4SF20	NA	NA
XBP1	NA	NA
CCDC81	NA	NA
FBXL13	NA	NA
RAPGEF4	NA	NA
ALPK1	NA	NA
DACT3	NA	NA
SLC22A1	NA	NA
RAB36	NA	NA
CLEC4C	NA	NA
MKL2	NA	NA
MS4A3	NA	NA
CHD4	NA	NA
KLK6	NA	NA
GSG1	NA	NA
SOX7	NA	NA
PKHD1	NA	NA
FNDC3B	NA	NA
GALNT16	NA	NA
FIBCD1	NA	NA
CCM2	NA	NA
RHBG	NA	NA
IGSF9	NA	NA
KISS1R	NA	NA
C8orf17	NA	NA
FTMT	NA	NA
CRYBB1	NA	NA
BCAM	NA	NA
ATE1	NA	NA
DCTN3	NA	NA
SLC44A4	NA	NA
MMP21	NA	NA
FKRP	NA	NA
ARR3	NA	NA
USP5	NA	NA
TSHZ3	NA	NA
ZFP36L1	NA	NA
TM6SF2	NA	NA
IGFBP5	NA	NA
ZNF843	NA	NA
GPM6B	NA	NA
ZNF517	NA	NA
CETP	NA	NA
VAMP8	NA	NA
BNIP3L	NA	NA
ZMYM6NB	NA	NA
AHRR	NA	NA
TCEA3	NA	NA
SDC4	NA	NA
HOXB8	NA	NA
ASB15	NA	NA
ZNRF2	NA	NA
CSTB	NA	NA
ZNF514	NA	NA
PCNXL3	NA	NA
SCNN1D	NA	NA
RNF149	NA	NA
RAD54L2	NA	NA
PPP1R1B	NA	NA
CCDC174	NA	NA
SHC2	NA	NA
MCHR1	NA	NA
TAL2	NA	NA
LIMD1	NA	NA
ACSM5	NA	NA
SLC7A7	NA	NA
RIN1	NA	NA
DMTN	NA	NA
TTC7B	NA	NA
MBOAT4	NA	NA
GUCY1A3	NA	NA
ZNF653	NA	NA
AKAP14	NA	NA
PDE3B	NA	NA
MYH14	NA	NA
SMOC1	NA	NA
MYBBP1A	NA	NA
ANKRD44	NA	NA
ATP1A4	NA	NA
SH2D3A	NA	NA
OPN4	NA	NA
RSAD2	NA	NA
ATXN7L1	NA	NA
HAGH	NA	NA
IGFBP4	NA	NA
DNAJC25	NA	NA
RHOA	NA	NA
SMIM14	NA	NA
OCIAD1	NA	NA
USP40	NA	NA
BFSP2	NA	NA
ZYG11A	NA	NA
PDGFA	NA	NA
HMBOX1	NA	NA
WDR52	NA	NA
BCAS3	NA	NA
ISG15	NA	NA
RP11-1220K2.2	NA	NA
TFDP3	NA	NA
TMEM190	NA	NA
MAP3K19	NA	NA
EHD2	NA	NA
CEBPB	NA	NA
SLC6A6	NA	NA
DNAH10	NA	NA
RRBP1	NA	NA
NYNRIN	NA	NA
TUBB6	NA	NA
SIPA1L1	NA	NA
PNPLA1	NA	NA
DCAF4L1	NA	NA
RAB3D	NA	NA
ACYP2	NA	NA
MCOLN2	NA	NA
FASLG	NA	NA
GPR173	NA	NA
GALNT4	NA	NA
IFI44	NA	NA
MMP24	NA	NA
SUSD1	NA	NA
PGBD1	NA	NA
DSCAML1	NA	NA
GPHA2	NA	NA
ZDHHC12	NA	NA
CCHCR1	NA	NA
CYP2S1	NA	NA
RSG1	NA	NA
COA4	NA	NA
IFI30	NA	NA
G6PC3	NA	NA
CCDC64B	NA	NA
MSRB2	NA	NA
CCDC152	NA	NA
PSMB8	NA	NA
TIMP3	NA	NA
SPOCK2	NA	NA
PBX4	NA	NA
TREM1	NA	NA
BIN2	NA	NA
AZI1	NA	NA
TOM1L1	NA	NA
HHLA3	NA	NA
CCDC170	NA	NA
NPHS1	NA	NA
NID2	NA	NA
ZFYVE19	NA	NA
THSD7B	NA	NA
HGSNAT	NA	NA
EMP2	NA	NA
GINS3	NA	NA
LEF1	NA	NA
ZNF710	NA	NA
H2BFWT	NA	NA
PPP3CB	NA	NA
SALL3	NA	NA
TRIM59	NA	NA
SLC25A45	NA	NA
C20orf27	NA	NA
NCK2	NA	NA
SLC26A4	NA	NA
ELN	NA	NA
RBFOX3	NA	NA
CPA4	NA	NA
ANXA11	NA	NA
CHRNB3	NA	NA
MICAL1	NA	NA
S1PR4	NA	NA
MSMB	NA	NA
ZNF829	NA	NA
ZMYND8	NA	NA
PLEKHH1	NA	NA
C5orf55	NA	NA
PGLYRP2	NA	NA
CCDC74B	NA	NA
EXO1	NA	NA
TRERF1	NA	NA
SLC11A1	NA	NA
CCDC85A	NA	NA
CACNA1B	NA	NA
GRXCR2	NA	NA
CHI3L2	NA	NA
TM9SF1	NA	NA
CDC25B	NA	NA
RNF217	NA	NA
OR3A2	NA	NA
DIMT1	NA	NA
RPE65	NA	NA
H3F3C	NA	NA
TYW3	NA	NA
PNLIP	NA	NA
RGL1	NA	NA
SLC2A2	NA	NA
UBE2W	NA	NA
SRR	NA	NA
CLEC4F	NA	NA
SIGLEC10	NA	NA
LTB4R2	NA	NA
PAIP2	NA	NA
BAIAP2	NA	NA
ARL5C	NA	NA
CNOT10	NA	NA
MYO18A	NA	NA
TREML2	NA	NA
LRP2	NA	NA
ANKRD63	NA	NA
ZNF251	NA	NA
ANO7	NA	NA
TF	NA	NA
SHISA5	NA	NA
VSIG8	NA	NA
GRM2	NA	NA
ZCCHC13	NA	NA
KCNH7	NA	NA
PROKR1	NA	NA
ZNF268	NA	NA
LDHD	NA	NA
TREX1	NA	NA
BMPR1B	NA	NA
CLEC2A	NA	NA
EPHA5	NA	NA
PPP1R16A	NA	NA
SSC5D	NA	NA
TMEM53	NA	NA
ZNF800	NA	NA
KCTD3	NA	NA
TMEM260	NA	NA
MRGPRX2	NA	NA
TAP1	NA	NA
CA12	NA	NA
BRWD1	NA	NA
PLAT	NA	NA
KBTBD13	NA	NA
NEK9	NA	NA
MYH2	NA	NA
USP32	NA	NA
CDC23	NA	NA
DNASE1L3	NA	NA
POGLUT1	NA	NA
EBLN2	NA	NA
OR2T11	NA	NA
CSRP1	NA	NA
CX3CR1	NA	NA
LY6E	NA	NA
MAP3K13	NA	NA
MPP4	NA	NA
ACBD7	NA	NA
CCDC94	NA	NA
TMEM63B	NA	NA
OR6Y1	NA	NA
URM1	NA	NA
CCDC40	NA	NA
OVGP1	NA	NA
TNFRSF14	NA	NA
CRAT	NA	NA
SPINK2	NA	NA
PPP6R2	NA	NA
PF4	NA	NA
ZRANB3	NA	NA
MIS18A	NA	NA
FBN3	NA	NA
C5orf34	NA	NA
HTR2B	NA	NA
MUS81	NA	NA
CDHR3	NA	NA
TMEM8A	NA	NA
ZNF181	NA	NA
NOD2	NA	NA
AKAP10	NA	NA
PCDHGA12	NA	NA
LRCH1	NA	NA
CBLC	NA	NA
RPS6KL1	NA	NA
RAG2	NA	NA
HCRT	NA	NA
GAP43	NA	NA
KIAA1644	NA	NA
NUP188	NA	NA
PGM5	NA	NA
GPBAR1	NA	NA
PAGE4	NA	NA
C15orf56	NA	NA
MRPL10	NA	NA
PIH1D2	NA	NA
PHF11	NA	NA
PACS1	NA	NA
DAAM2	NA	NA
NAALADL1	NA	NA
FAM114A1	NA	NA
KNOP1	NA	NA
CDC42EP3	NA	NA
CCDC172	NA	NA
KCNK13	NA	NA
FAM83C	NA	NA
CDH18	NA	NA
C2orf80	NA	NA
CREM	NA	NA
C19orf45	NA	NA
NBEAL1	NA	NA
PPP1R13B	NA	NA
NUP35	NA	NA
NPAT	NA	NA
TENM3	NA	NA
CABP5	NA	NA
TMEM150C	NA	NA
PFDN5	NA	NA
PARP12	NA	NA
MBL2	NA	NA
USP28	NA	NA
NPIPB5	NA	NA
ZBED6	NA	NA
MYOD1	NA	NA
ZC2HC1A	NA	NA
ZBTB3	NA	NA
GSX2	NA	NA
AHNAK2	NA	NA
TMEM239	NA	NA
BRINP2	NA	NA
MYL3	NA	NA
IQCC	NA	NA
E2F3	NA	NA
CSMD2	NA	NA
CABYR	NA	NA
ANXA10	NA	NA
POT1	NA	NA
PAQR5	NA	NA
CDC42BPG	NA	NA
SMCP	NA	NA
CYTH1	NA	NA
SLC15A2	NA	NA
VSIG10L	NA	NA
R3HCC1	NA	NA
SMC4	NA	NA
MYO1H	NA	NA
CACNA1E	NA	NA
PITPNA	NA	NA
GNAI2	NA	NA
ATCAY	NA	NA
ROBO3	NA	NA
PLXNB3	NA	NA
INHBC	NA	NA
FGG	NA	NA
MNX1	NA	NA
SCARB1	NA	NA
RAI2	NA	NA
OR51I2	NA	NA
CYBA	NA	NA
BTN2A1	NA	NA
CST9L	NA	NA
TP53I3	NA	NA
MAP7D2	NA	NA
PLXNC1	NA	NA
PSMA2	NA	NA
CRISP1	NA	NA
NPBWR2	NA	NA
TMEM132E	NA	NA
ARHGEF3	NA	NA
NELL2	NA	NA
SYT16	NA	NA
MAP3K5	NA	NA
SPTA1	NA	NA
BHMT	NA	NA
TIMP1	NA	NA
HOXA9	NA	NA
CNN3	NA	NA
PRSS54	NA	NA
OR52L1	NA	NA
PRPF4B	NA	NA
GPR148	NA	NA
PARP2	NA	NA
TANGO6	NA	NA
ANKRD9	NA	NA
CCDC3	NA	NA
IBSP	NA	NA
PARVB	NA	NA
